C1901d2TS003_1 C1901d2TS010_1 C1901d2TS010_2 C1901d2TS010_3 C1901d2TS010_4 C1901d2TS010_5 C1901d2TS049_1 C1901d2TS049_2 C1901d2TS049_3 C1901d2TS049_4 C1901d2TS049_5 C1901d2TS067_1 C1901d2TS067_2 C1901d2TS067_3 C1901d2TS067_4 C1901d2TS067_5 C1901d2TS103_1 C1901d2TS103_2 C1901d2TS103_3 C1901d2TS121_1 C1901d2TS121_2 C1901d2TS123_1 C1901d2TS123_2 C1901d2TS123_3 C1901d2TS123_4 C1901d2TS123_5 C1901d2TS131_1 C1901d2TS131_2 C1901d2TS131_3 C1901d2TS131_4 C1901d2TS131_5 C1901d2TS210_1 C1901d2TS210_2 C1901d2TS210_3 C1901d2TS210_4 C1901d2TS210_5 C1901d2TS215_1 C1901d2TS215_2 C1901d2TS215_3 C1901d2TS215_4 C1901d2TS215_5 C1901d2TS228_1 C1901d2TS228_2 C1901d2TS228_3 C1901d2TS228_4 C1901d2TS228_5 C1901d2TS240_1 C1901d2TS240_2 C1901d2TS240_3 C1901d2TS240_4 C1901d2TS240_5 C1901d2TS258_1 C1901d2TS258_2 C1901d2TS258_3 C1901d2TS258_4 C1901d2TS258_5 C1901d2TS267_1 C1901d2TS267_2 C1901d2TS267_3 C1901d2TS267_4 C1901d2TS267_5 C1901d2TS273_1 C1901d2TS273_2 C1901d2TS273_3 C1901d2TS273_4 C1901d2TS273_5 C1901d2TS347_1 C1901d2TS347_2 C1901d2TS347_3 C1901d2TS405_1 C1901d2TS405_2 C1901d2TS405_3 C1901d2TS405_4 C1901d2TS405_5 C1901d2TS438_1 C1901d2TS438_2 C1901d2TS438_3 C1901d2TS438_4 C1901d2TS438_5
0.242331 0.49434 0.45387 0.492406 0.464985 0.468975 0.123508 0.105671 0.112951 0.111983 0.110652 0.286171 0.286171 0.383179 0.286171 0.38299 0.368643 0.458342 0.459563 0.369448 0.359999 0.438002 0.451772 0.438553 0.46225 0.46225 0.541661 0.543895 0.545664 0.54769 0.554254 1 0.581038 0.533736 0.598323 0.57374 0.447648 0.454436 0.465593 0.413886 0.413599 0.513503 0.516364 0.513681 0.512092 0.60184 0.506957 0.49691 0.543907 0.520183 0.535493 0.496001 0.501551 0.535854 0.534224 0.505179 0.490455 0.430732 0.487141 0.485005 0.455032 0.481452 0.512613 0.536381 0.536381 0.536381 0.525734 0.491792 0.515248 1 0.82921 0.831496 0.833465 0.867648 0.547825 0.566086 0.552963 0.551507 0.547357
0.193559 0.503256 0.442181 0.530147 0.484692 0.494367 0.0891845 0.0737842 0.0770849 0.082595 0.0813918 0.264867 0.264867 0.377323 0.264867 0.348513 0.365995 0.482636 0.461225 0.350525 0.340577 0.467477 0.445378 0.431112 0.432478 0.432478 0.541077 0.545007 0.550401 0.537409 0.54524 0.536338 1 0.597208 0.685507 0.576205 0.439928 0.453608 0.423529 0.399328 0.403917 0.4983 0.504863 0.5027 0.500281 0.593022 0.5463 0.581777 0.55108 0.532892 0.525747 0.523293 0.517962 0.535891 0.524755 0.510643 0.474666 0.470895 0.500839 0.447598 0.463502 0.473157 0.496761 0.491815 0.491815 0.491815 0.531424 0.467713 0.489144 0.536338 0.540983 0.529869 0.539606 0.536446 0.564954 0.557719 0.580517 0.567742 0.570739
0.175285 0.537694 0.497222 0.553896 0.499263 0.573068 0.085804 0.0675464 0.0680232 0.0786966 0.0730547 0.265071 0.265071 0.430582 0.265071 0.397437 0.437819 0.560593 0.547228 0.381026 0.351721 0.500187 0.492758 0.451728 0.495964 0.495964 0.648642 0.649504 0.661819 0.64621 0.660969 0.523836 0.634006 1 0.599919 0.724139 0.457648 0.437099 0.415117 0.427896 0.423699 0.520911 0.523535 0.520789 0.521568 0.570768 0.607437 0.599803 0.625241 0.563813 0.569229 0.595175 0.564136 0.574349 0.571488 0.542975 0.546731 0.488342 0.557071 0.484468 0.478335 0.461748 0.478762 0.504282 0.504282 0.504282 0.67262 0.546629 0.605159 0.523836 0.52353 0.519661 0.520603 0.517673 0.659894 0.642223 0.63632 0.599589 0.64189
0.194194 0.508342 0.461327 0.520395 0.528408 0.508608 0.103574 0.0935244 0.0972434 0.0903601 0.0924043 0.269383 0.269383 0.392299 0.269383 0.363593 0.401136 0.481716 0.465303 0.363966 0.363484 0.490286 0.480356 0.467867 0.449775 0.449775 0.547322 0.565596 0.574059 0.558292 0.554266 0.583605 0.725433 0.60232 1 0.602809 0.465314 0.453512 0.449742 0.434299 0.428051 0.525696 0.532228 0.53658 0.527428 0.663983 0.586689 0.600641 0.593688 0.572481 0.559588 0.520088 0.526187 0.548986 0.545895 0.504374 0.50022 0.490094 0.519184 0.487274 0.496984 0.491022 0.520622 0.532592 0.532592 0.532592 0.556488 0.477853 0.536614 0.583605 0.583398 0.584523 0.595411 0.582782 0.584323 0.58777 0.59357 0.583829 0.592205
0.172669 0.54596 0.483872 0.551813 0.476952 0.557992 0.0919234 0.069228 0.0651029 0.0723409 0.06831 0.249661 0.249661 0.414111 0.249661 0.396739 0.433259 0.547303 0.56168 0.376361 0.354045 0.509238 0.507738 0.463127 0.526607 0.526607 0.664994 0.660209 0.660367 0.654021 0.669844 0.567518 0.620129 0.732082 0.608797 1 0.465667 0.443781 0.433965 0.415333 0.42667 0.524766 0.525475 0.525924 0.524873 0.599414 0.596841 0.569881 0.633866 0.588261 0.59899 0.600076 0.573668 0.564225 0.567764 0.562977 0.574501 0.474226 0.544016 0.5045 0.485857 0.474549 0.487566 0.527969 0.527969 0.527969 0.683932 0.576562 0.621475 0.567518 0.572148 0.567048 0.571169 0.561184 0.664021 0.653281 0.652229 0.590508 0.655133
0.185714 0.382426 0.35927 0.38578 0.346664 0.388795 0.108184 0.0953928 0.0998446 0.095533 0.102605 0.245671 0.245671 0.303488 0.245671 0.293286 0.318066 0.350917 0.36872 0.30403 0.289692 0.362921 0.357925 0.362011 0.380223 0.380223 0.425977 0.422321 0.427523 0.426018 0.427387 0.384974 0.408085 0.411069 0.407008 0.406383 1 0.385122 0.385749 0.347765 0.32874 0.37035 0.371332 0.368427 0.369494 0.391668 0.389278 0.388949 0.409178 0.407995 0.399988 0.398394 0.392856 0.394852 0.390756 0.384342 0.385808 0.361035 0.368911 0.360749 0.357212 0.342571 0.379777 0.392091 0.392091 0.392091 0.39687 0.348463 0.382579 0.384974 0.386589 0.39198 0.386413 0.384552 0.41452 0.414532 0.405793 0.413707 0.408832
0.18443 0.40615 0.352662 0.401863 0.375577 0.373952 0.0981207 0.0785246 0.089779 0.0956867 0.0834187 0.226746 0.226746 0.30929 0.226746 0.28051 0.291421 0.365367 0.340153 0.300464 0.291519 0.342347 0.340273 0.344947 0.363159 0.363159 0.403482 0.406225 0.403051 0.405371 0.399643 0.37844 0.407971 0.379837 0.392418 0.381852 0.381943 1 0.450761 0.342665 0.339033 0.38809 0.387664 0.374389 0.387699 0.387323 0.394281 0.407214 0.417507 0.410232 0.416257 0.381277 0.402526 0.388703 0.380236 0.39819 0.360332 0.343269 0.402809 0.358399 0.345638 0.337849 0.381858 0.386169 0.386169 0.386169 0.376601 0.334817 0.372299 0.37844 0.389777 0.381665 0.374933 0.377147 0.408636 0.4108 0.411061 0.412275 0.402611
0.221318 0.432375 0.418076 0.403597 0.380985 0.386289 0.120331 0.114754 0.108449 0.111781 0.114122 0.277991 0.277991 0.321735 0.277991 0.321187 0.317822 0.368692 0.364664 0.335769 0.323301 0.365701 0.375595 0.358761 0.34796 0.34796 0.42106 0.420495 0.420729 0.429578 0.423525 0.412251 0.411468 0.386679 0.417947 0.399791 0.400793 0.488649 1 0.35741 0.359819 0.410069 0.409598 0.400691 0.411772 0.427337 0.412099 0.410675 0.404049 0.423651 0.424917 0.407731 0.429094 0.424074 0.418223 0.432685 0.359552 0.374993 0.409228 0.388371 0.37053 0.375973 0.398724 0.426964 0.426964 0.426964 0.399009 0.359043 0.391513 0.412251 0.403781 0.413872 0.394894 0.405776 0.419253 0.416848 0.420222 0.421384 0.422208
0.189814 0.34959 0.341044 0.355774 0.336172 0.366489 0.0887676 0.0710755 0.0865547 0.0922678 0.092457 0.246854 0.246854 0.289622 0.246854 0.270312 0.305292 0.342994 0.342978 0.29972 0.270792 0.369733 0.36415 0.367792 0.33607 0.33607 0.378785 0.388686 0.388524 0.393101 0.380561 0.337222 0.364705 0.37511 0.380316 0.363162 0.346423 0.343182 0.337816 1 0.675655 0.373907 0.372605 0.369813 0.374741 0.36178 0.392928 0.400723 0.392356 0.40619 0.41322 0.359479 0.359358 0.350644 0.354147 0.352796 0.362655 0.352768 0.365582 0.36636 0.35744 0.340322 0.363289 0.358882 0.358882 0.358882 0.377148 0.335969 0.368419 0.337222 0.350542 0.34245 0.348296 0.338302 0.385957 0.384998 0.38349 0.398262 0.39123
0.200909 0.359725 0.345684 0.354025 0.33571 0.364953 0.104001 0.0910528 0.0978978 0.104947 0.1069 0.243763 0.243763 0.291645 0.243763 0.27639 0.312368 0.34209 0.348899 0.298567 0.281109 0.373249 0.363623 0.359942 0.346859 0.346859 0.383787 0.403828 0.400383 0.399167 0.393011 0.352377 0.374331 0.387202 0.377426 0.380261 0.332752 0.346711 0.33782 0.6844 1 0.373141 0.375276 0.368561 0.375076 0.368431 0.389742 0.403171 0.40382 0.404285 0.404123 0.367952 0.366008 0.359549 0.35365 0.36503 0.367516 0.358183 0.36963 0.369628 0.367443 0.357474 0.351641 0.360456 0.360456 0.360456 0.384956 0.349034 0.387129 0.352377 0.358722 0.350083 0.370993 0.35239 0.395351 0.391361 0.392733 0.399104 0.399104
0.205181 0.472072 0.407602 0.429172 0.429078 0.455843 0.0958602 0.0894612 0.0799461 0.095059 0.0953006 0.269791 0.269791 0.330131 0.269791 0.327914 0.351139 0.405101 0.422172 0.346764 0.334452 0.390952 0.405903 0.379715 0.410763 0.410763 0.477183 0.499889 0.491413 0.484103 0.487444 0.463885 0.494013 0.486673 0.498321 0.483707 0.388222 0.418962 0.408365 0.38787 0.379591 1 0.939802 0.848405 0.923089 0.576379 0.503723 0.508359 0.507176 0.516387 0.535056 0.461557 0.471809 0.462872 0.454767 0.466234 0.421912 0.393488 0.437244 0.425983 0.393385 0.425684 0.435804 0.462502 0.462502 0.462502 0.467589 0.424007 0.450105 0.463885 0.474064 0.474045 0.479411 0.462364 0.487665 0.481805 0.483015 0.47719 0.483162
0.210374 0.471543 0.412295 0.426823 0.43332 0.458434 0.096561 0.0912492 0.0800177 0.097438 0.0979605 0.271184 0.271184 0.332003 0.271184 0.333508 0.352277 0.409306 0.42807 0.34942 0.335443 0.395888 0.410755 0.386034 0.411497 0.411497 0.475952 0.498294 0.48864 0.483168 0.486569 0.462352 0.500605 0.48915 0.502864 0.483583 0.391501 0.418237 0.407634 0.38983 0.382608 0.940395 1 0.884077 0.892556 0.577116 0.5058 0.510556 0.512701 0.519501 0.534194 0.46553 0.4722 0.464739 0.461629 0.467828 0.421496 0.395585 0.438834 0.427294 0.397045 0.427766 0.442494 0.461486 0.461486 0.461486 0.467172 0.427366 0.453218 0.462352 0.474175 0.47228 0.478555 0.461088 0.493424 0.485747 0.485458 0.480593 0.488437
0.219855 0.469359 0.410428 0.426193 0.439316 0.457531 0.101454 0.0941559 0.082961 0.101327 0.098374 0.278758 0.278758 0.33685 0.278758 0.340574 0.360266 0.416445 0.436199 0.350698 0.338951 0.404189 0.420561 0.398936 0.41509 0.41509 0.475204 0.495621 0.485316 0.480001 0.485999 0.463747 0.502687 0.493611 0.512848 0.491123 0.398015 0.40997 0.403217 0.395225 0.384229 0.857369 0.889434 1 0.826651 0.587593 0.514118 0.514715 0.526727 0.521 0.534225 0.470182 0.473738 0.473571 0.471348 0.477785 0.421669 0.403553 0.447438 0.441451 0.406257 0.432281 0.449487 0.463641 0.463641 0.463641 0.473283 0.428701 0.461143 0.463747 0.478507 0.474867 0.487603 0.464962 0.498516 0.486147 0.491297 0.486232 0.493776
0.199768 0.467723 0.405627 0.424889 0.430503 0.455771 0.0951844 0.0900082 0.078848 0.0955831 0.0923337 0.272653 0.272653 0.325774 0.272653 0.327046 0.357702 0.40491 0.423152 0.345262 0.33154 0.397714 0.40748 0.382334 0.414047 0.414047 0.476103 0.498806 0.491762 0.48018 0.485498 0.462053 0.496848 0.486436 0.499696 0.48292 0.385158 0.417246 0.407811 0.388992 0.381801 0.920148 0.888239 0.813644 1 0.574596 0.500277 0.508583 0.504986 0.516348 0.536833 0.459385 0.46738 0.462681 0.450078 0.467094 0.422999 0.397397 0.430448 0.431808 0.393798 0.424333 0.436898 0.460227 0.460227 0.460227 0.470014 0.424948 0.451209 0.462053 0.473548 0.467851 0.480785 0.461032 0.485655 0.483479 0.483526 0.474805 0.484094
0.208292 0.47174 0.433084 0.491524 0.475747 0.472749 0.0970284 0.083919 0.0843501 0.0870202 0.0896799 0.274799 0.274799 0.353381 0.274799 0.353614 0.369658 0.472123 0.465575 0.346625 0.346326 0.434766 0.458078 0.417087 0.450821 0.450821 0.545435 0.562718 0.563632 0.540201 0.549099 0.577496 0.618813 0.561437 0.652025 0.593137 0.426598 0.441862 0.442934 0.408881 0.408842 0.607777 0.611095 0.615589 0.605544 1 0.54427 0.543347 0.570211 0.559924 0.571962 0.512857 0.521745 0.515836 0.513229 0.514473 0.474797 0.436724 0.477136 0.480789 0.448729 0.457191 0.481195 0.508342 0.508342 0.508342 0.543386 0.483398 0.546324 0.577496 0.563114 0.584509 0.582507 0.564678 0.568998 0.569572 0.579565 0.55702 0.56062
0.200843 0.511543 0.458871 0.510563 0.44512 0.513052 0.106359 0.0948557 0.0793239 0.0974155 0.095027 0.271665 0.271665 0.376945 0.271665 0.372677 0.386857 0.483854 0.479129 0.351669 0.340939 0.466028 0.468897 0.444856 0.430668 0.430668 0.560788 0.570981 0.569791 0.582689 0.56586 0.487572 0.566828 0.593885 0.576546 0.584658 0.437064 0.447118 0.433149 0.436052 0.425719 0.526185 0.528234 0.526604 0.525769 0.545426 1 0.72685 0.603528 0.632861 0.61519 0.513735 0.551122 0.493787 0.52112 0.541634 0.483785 0.461958 0.511126 0.447015 0.460809 0.457289 0.484689 0.499232 0.499232 0.499232 0.528345 0.469778 0.510354 0.487572 0.484387 0.499477 0.487489 0.493015 0.604349 0.597723 0.613668 0.596599 0.607291
0.20851 0.503291 0.414041 0.49568 0.434157 0.50058 0.10657 0.0846352 0.0847306 0.0865708 0.084724 0.261026 0.261026 0.358864 0.261026 0.343278 0.379432 0.464819 0.476284 0.342217 0.34995 0.46435 0.454489 0.430186 0.426739 0.426739 0.534687 0.552315 0.545517 0.551928 0.539007 0.467846 0.577665 0.570006 0.574489 0.542716 0.429689 0.45559 0.432065 0.432785 0.425775 0.526761 0.529632 0.524489 0.528781 0.529212 0.70621 1 0.591624 0.613629 0.600316 0.518038 0.551248 0.50234 0.504769 0.519826 0.481344 0.446454 0.510099 0.449792 0.457402 0.446476 0.470376 0.479626 0.479626 0.479626 0.520648 0.440799 0.489413 0.467846 0.474832 0.461741 0.478632 0.469938 0.581399 0.578016 0.583638 0.581831 0.576387
0.211457 0.505346 0.454109 0.499119 0.472482 0.521437 0.104145 0.078962 0.0807839 0.0884701 0.0885187 0.249942 0.249942 0.393331 0.249942 0.383441 0.388147 0.493953 0.489458 0.357035 0.346525 0.476222 0.46778 0.443419 0.43664 0.43664 0.602387 0.621612 0.626246 0.606926 0.615181 0.516289 0.574328 0.607108 0.583268 0.60924 0.454442 0.483662 0.434859 0.441832 0.439765 0.537259 0.541561 0.546979 0.536899 0.569014 0.598681 0.604396 1 0.678076 0.654561 0.522742 0.54883 0.531675 0.514344 0.540959 0.477206 0.461799 0.518682 0.470896 0.470517 0.474084 0.492788 0.496099 0.496099 0.496099 0.56378 0.482001 0.580176 0.516289 0.529877 0.50799 0.514742 0.521428 0.60108 0.598395 0.603522 0.588644 0.593685
0.216537 0.524211 0.497736 0.510363 0.459279 0.500651 0.112407 0.0951188 0.0904876 0.101674 0.0984501 0.291828 0.291828 0.378237 0.291828 0.383635 0.389257 0.499448 0.485676 0.377227 0.369075 0.491665 0.495797 0.459773 0.439514 0.439514 0.620626 0.625486 0.634044 0.630302 0.612943 0.512208 0.573547 0.577687 0.58624 0.590942 0.474914 0.494759 0.474474 0.474361 0.466374 0.568214 0.570103 0.563582 0.569025 0.5751 0.657851 0.654779 0.711083 1 0.723704 0.551524 0.58554 0.542694 0.549252 0.569092 0.499851 0.480254 0.53326 0.468284 0.474817 0.469899 0.515693 0.525037 0.525037 0.525037 0.559801 0.476519 0.565221 0.512208 0.52344 0.520823 0.521508 0.522899 0.607253 0.612102 0.627752 0.608862 0.61109
0.207452 0.528456 0.471843 0.523842 0.472999 0.512994 0.103007 0.0832829 0.0794684 0.0959043 0.100324 0.280887 0.280887 0.373505 0.280887 0.372015 0.384489 0.48645 0.499933 0.389222 0.363181 0.480703 0.483772 0.442183 0.449725 0.449725 0.610928 0.602183 0.600212 0.608273 0.600162 0.509216 0.550295 0.561358 0.556644 0.57937 0.46184 0.475061 0.456634 0.47846 0.461941 0.557626 0.557672 0.548823 0.562555 0.56324 0.618817 0.625702 0.657764 0.69076 1 0.54203 0.564011 0.529442 0.549634 0.545113 0.495462 0.458791 0.51375 0.466886 0.466078 0.45785 0.497305 0.51246 0.51246 0.51246 0.559183 0.490826 0.555172 0.509216 0.504786 0.507745 0.514524 0.511892 0.59636 0.594393 0.608139 0.581915 0.600796
0.199004 0.530184 0.467293 0.514819 0.437603 0.504288 0.106617 0.0869666 0.0908009 0.102246 0.094775 0.261835 0.261835 0.382237 0.261835 0.354984 0.392244 0.514164 0.507442 0.372319 0.36525 0.447812 0.478146 0.424982 0.471321 0.471321 0.576796 0.580359 0.573013 0.579538 0.581667 0.468925 0.538792 0.580445 0.514749 0.577396 0.446307 0.447776 0.442425 0.41064 0.405697 0.492596 0.496077 0.493896 0.490327 0.505312 0.515489 0.536634 0.52995 0.527352 0.542318 1 0.677918 0.614835 0.556091 0.652779 0.495602 0.462459 0.509476 0.474598 0.437936 0.433154 0.426996 0.488131 0.488131 0.488131 0.579769 0.501141 0.516003 0.468925 0.480191 0.463978 0.476728 0.472834 0.571818 0.558105 0.555756 0.534131 0.557751
0.204858 0.529705 0.471034 0.507455 0.450261 0.505829 0.0986313 0.0943863 0.0799611 0.0914572 0.10336 0.271051 0.271051 0.370432 0.271051 0.359084 0.374585 0.490323 0.493903 0.360299 0.352556 0.472153 0.472773 0.42258 0.437313 0.437313 0.587067 0.578992 0.572936 0.584167 0.578426 0.490974 0.555244 0.578851 0.538567 0.577371 0.458621 0.466649 0.462648 0.420267 0.415515 0.5209 0.519876 0.512296 0.519125 0.540258 0.562687 0.581874 0.579987 0.579641 0.574387 0.688039 1 0.599505 0.58662 0.68753 0.500141 0.471832 0.535239 0.472707 0.45913 0.431992 0.448659 0.517787 0.517787 0.517787 0.544375 0.479291 0.549802 0.490974 0.48904 0.482959 0.496427 0.497261 0.593142 0.57462 0.580746 0.579734 0.583879
0.207352 0.563214 0.479978 0.526735 0.485361 0.501293 0.104244 0.082799 0.0824462 0.0999797 0.104443 0.278164 0.278164 0.386944 0.278164 0.365989 0.404102 0.494482 0.513484 0.413195 0.407895 0.464065 0.470527 0.44728 0.475734 0.475734 0.564276 0.578847 0.586749 0.581319 0.578083 0.527149 0.579447 0.585328 0.563285 0.564743 0.460663 0.466456 0.475865 0.422896 0.416269 0.508796 0.508384 0.504572 0.510566 0.532651 0.515661 0.532748 0.557591 0.540982 0.54269 0.635382 0.598396 1 0.651214 0.609745 0.485929 0.482822 0.544867 0.47882 0.462564 0.448185 0.490267 0.542256 0.542256 0.542256 0.554468 0.486996 0.524178 0.527149 0.526975 0.516239 0.518242 0.529577 0.558917 0.558553 0.581439 0.568776 0.582438
0.204342 0.536998 0.478012 0.505496 0.461017 0.500409 0.103107 0.0921516 0.0841056 0.0971868 0.0975331 0.289141 0.289141 0.367652 0.289141 0.372282 0.377664 0.496115 0.489739 0.378459 0.374499 0.461437 0.471034 0.438065 0.473407 0.473407 0.545338 0.546098 0.549881 0.556553 0.550676 0.524834 0.561751 0.579953 0.546278 0.568333 0.446392 0.441864 0.459157 0.414495 0.399638 0.494521 0.498673 0.501513 0.491218 0.524352 0.526017 0.529122 0.532126 0.534225 0.557108 0.576339 0.587413 0.658456 1 0.599598 0.494922 0.473536 0.528147 0.472053 0.452719 0.450006 0.483715 0.522841 0.522841 0.522841 0.548408 0.48385 0.521141 0.524834 0.510622 0.519193 0.505122 0.519115 0.556013 0.563853 0.558625 0.556419 0.575562
0.20558 0.529649 0.47084 0.505637 0.447915 0.500582 0.098042 0.0882395 0.0777242 0.0917082 0.0963855 0.280508 0.280508 0.375938 0.280508 0.363288 0.391181 0.502478 0.493205 0.377094 0.362508 0.461334 0.473005 0.435775 0.456128 0.456128 0.573229 0.565089 0.564723 0.572738 0.568457 0.482201 0.533558 0.55436 0.501607 0.561911 0.444676 0.462693 0.467882 0.401397 0.408213 0.509637 0.510057 0.505523 0.509298 0.520333 0.543774 0.541226 0.555697 0.547884 0.55093 0.665481 0.69186 0.607374 0.594438 1 0.472291 0.473649 0.532913 0.460908 0.453426 0.43727 0.469296 0.492409 0.492409 0.492409 0.550464 0.458004 0.512968 0.482201 0.483918 0.485754 0.484446 0.479158 0.57471 0.559766 0.557703 0.55477 0.572303
0.186499 0.382886 0.346482 0.39381 0.353624 0.38589 0.107021 0.0822421 0.0739462 0.0938386 0.0930145 0.227125 0.227125 0.317686 0.227125 0.288393 0.353982 0.41602 0.38757 0.304826 0.299491 0.385371 0.42016 0.376507 0.606202 0.606202 0.438489 0.441707 0.435502 0.454316 0.443934 0.384563 0.415684 0.449829 0.420868 0.460569 0.361182 0.353046 0.330396 0.34256 0.340651 0.377809 0.37713 0.370526 0.375876 0.395572 0.40649 0.414095 0.409213 0.412783 0.412058 0.423579 0.403578 0.39599 0.404947 0.388886 1 0.390188 0.419356 0.434542 0.393013 0.359559 0.372238 0.384448 0.384448 0.384448 0.44697 0.403725 0.411645 0.384563 0.383546 0.385921 0.391172 0.380086 0.444403 0.442625 0.432156 0.424915 0.449839
0.190358 0.380975 0.381379 0.388293 0.34449 0.353597 0.0825303 0.0750032 0.0791683 0.0876074 0.0888786 0.236301 0.236301 0.320274 0.236301 0.291674 0.308782 0.389412 0.374238 0.308821 0.300082 0.652796 0.519324 0.567254 0.378559 0.378559 0.415706 0.411704 0.413575 0.416468 0.414266 0.341665 0.419342 0.41153 0.416647 0.395481 0.352999 0.353512 0.341573 0.354009 0.355206 0.360767 0.363086 0.362338 0.364405 0.368761 0.394145 0.391657 0.392556 0.390691 0.392624 0.401669 0.389427 0.403 0.399886 0.405724 0.398385 1 0.425415 0.455347 0.620999 0.362493 0.385371 0.402788 0.402788 0.402788 0.391431 0.348362 0.389472 0.341665 0.355769 0.344848 0.351779 0.350074 0.423191 0.416766 0.410359 0.417721 0.421888
0.181386 0.496216 0.422545 0.478992 0.438104 0.44537 0.102977 0.0842935 0.0926972 0.103301 0.123138 0.280562 0.280562 0.37071 0.280562 0.334062 0.355363 0.457698 0.458589 0.394892 0.362881 0.456233 0.472728 0.448311 0.424584 0.424584 0.507609 0.500767 0.512771 0.516355 0.500835 0.433329 0.493112 0.519951 0.485347 0.50412 0.39602 0.455657 0.412396 0.41116 0.399159 0.442607 0.442889 0.443953 0.439754 0.451668 0.479159 0.491234 0.489434 0.4837 0.478569 0.485119 0.489105 0.502989 0.491409 0.506881 0.468874 0.471084 1 0.453248 0.457177 0.408557 0.456923 0.476538 0.476538 0.476538 0.48249 0.433503 0.469495 0.433329 0.44385 0.431001 0.446849 0.439248 0.537609 0.531236 0.525325 0.525354 0.537501
0.19319 0.375954 0.349193 0.376061 0.356716 0.365389 0.0945976 0.0782919 0.0792031 0.0857995 0.0804518 0.216013 0.216013 0.322078 0.216013 0.283192 0.307341 0.358253 0.364615 0.291622 0.28628 0.442921 0.47606 0.414246 0.391115 0.391115 0.402965 0.398956 0.408196 0.403797 0.404672 0.388263 0.40372 0.405743 0.415104 0.41589 0.335922 0.353443 0.360093 0.347989 0.337348 0.381856 0.381662 0.380201 0.38665 0.39841 0.381402 0.396428 0.401369 0.376328 0.394447 0.402467 0.385167 0.390864 0.385918 0.381287 0.435217 0.435062 0.391852 1 0.457017 0.364432 0.391321 0.394242 0.394242 0.394242 0.406382 0.360957 0.36536 0.388263 0.383805 0.380099 0.384081 0.380438 0.408151 0.400829 0.41203 0.409415 0.413352
0.208734 0.373926 0.365778 0.400887 0.362123 0.369861 0.0945803 0.091163 0.0994378 0.106899 0.0946657 0.227967 0.227967 0.326714 0.227967 0.299894 0.312145 0.367653 0.379205 0.295496 0.294875 0.641667 0.501349 0.538388 0.3774 0.3774 0.420347 0.416021 0.420587 0.426222 0.417053 0.366634 0.419682 0.414066 0.431854 0.411692 0.35491 0.34333 0.348552 0.361355 0.367397 0.370956 0.375782 0.376147 0.370534 0.390961 0.410929 0.41878 0.407431 0.397497 0.398754 0.391669 0.394532 0.391881 0.393278 0.397172 0.415811 0.630287 0.419607 0.480892 1 0.387822 0.396844 0.412787 0.412787 0.412787 0.402569 0.365136 0.387671 0.366634 0.373473 0.364404 0.371346 0.365978 0.431254 0.420069 0.423222 0.429326 0.434446
0.229525 0.424108 0.403781 0.437264 0.419914 0.450652 0.130901 0.110382 0.127719 0.129901 0.138109 0.258932 0.258932 0.349507 0.258932 0.340101 0.355117 0.400194 0.429021 0.357965 0.349529 0.414849 0.424467 0.392087 0.41976 0.41976 0.462524 0.46239 0.462834 0.459497 0.458633 0.449941 0.491571 0.456145 0.476033 0.470025 0.401025 0.397204 0.412016 0.383438 0.388286 0.444362 0.450959 0.454246 0.447016 0.45828 0.448058 0.455495 0.473363 0.454174 0.457259 0.444903 0.431081 0.433588 0.442191 0.44029 0.429715 0.409865 0.424274 0.439133 0.441006 1 0.465337 0.44557 0.44557 0.44557 0.450677 0.426154 0.428333 0.449941 0.450292 0.447089 0.444135 0.440053 0.466558 0.468969 0.470503 0.483689 0.465562
0.240353 0.477455 0.462731 0.44737 0.459878 0.442526 0.112039 0.0913112 0.0962184 0.127147 0.111183 0.28284 0.28284 0.378641 0.28284 0.357765 0.380191 0.438369 0.442031 0.386823 0.38705 0.453982 0.454125 0.437618 0.422641 0.422641 0.47735 0.477821 0.48355 0.498616 0.484374 0.468904 0.506423 0.47718 0.499731 0.468511 0.438277 0.452677 0.441622 0.421653 0.41385 0.457879 0.462249 0.457415 0.458133 0.480719 0.481658 0.49181 0.479779 0.485778 0.485267 0.436213 0.439406 0.470326 0.480438 0.467497 0.445142 0.451412 0.474287 0.462591 0.448464 0.464904 1 0.537992 0.537992 0.537992 0.459962 0.411615 0.430784 0.468904 0.474454 0.478401 0.470701 0.461623 0.503667 0.500461 0.509965 0.521757 0.514388
0.238761 0.495329 0.483369 0.491364 0.484952 0.46197 0.0994388 0.0968678 0.0922697 0.103854 0.101684 0.274109 0.274109 0.385733 0.274109 0.371339 0.374832 0.456832 0.470883 0.402287 0.39334 0.485735 0.492651 0.474032 0.452675 0.452675 0.526072 0.539868 0.546311 0.545584 0.538704 0.521101 0.527033 0.514546 0.547699 0.529749 0.448727 0.45011 0.470399 0.419801 0.417215 0.488075 0.488132 0.485863 0.485507 0.528528 0.501593 0.490922 0.507271 0.501053 0.506137 0.498176 0.507189 0.533721 0.522173 0.49273 0.471798 0.477557 0.501472 0.480337 0.48194 0.455019 0.545502 1 1 1 0.513321 0.44993 0.490681 0.521101 0.51332 0.519789 0.520821 0.516082 0.536298 0.535998 0.52362 0.547916 0.539175
