C1909TS003_1 C1909TS003_2 C1909TS003_3 C1909TS010_1 C1909TS010_2 C1909TS010_3 C1909TS010_4 C1909TS010_5 C1909TS044_1 C1909TS054_1 C1909TS054_2 C1909TS054_3 C1909TS054_4 C1909TS054_5 C1909TS066_1 C1909TS066_2 C1909TS067_1 C1909TS067_2 C1909TS067_3 C1909TS067_4 C1909TS067_5 C1909TS073_1 C1909TS073_2 C1909TS073_3 C1909TS073_4 C1909TS073_5 C1909TS087_1 C1909TS087_2 C1909TS087_3 C1909TS087_4 C1909TS102_1 C1909TS102_2 C1909TS103_1 C1909TS123_1 C1909TS123_2 C1909TS123_3 C1909TS123_4 C1909TS123_5 C1909TS131_1 C1909TS131_2 C1909TS131_3 C1909TS131_4 C1909TS131_5 C1909TS152_1 C1909TS152_2 C1909TS152_3 C1909TS152_4 C1909TS152_5 C1909TS158_1 C1909TS158_2 C1909TS158_3 C1909TS158_4 C1909TS158_5 C1909TS182_1 C1909TS182_2 C1909TS182_3 C1909TS182_4 C1909TS182_5 C1909TS196_1 C1909TS200_1 C1909TS210_1 C1909TS210_2 C1909TS210_3 C1909TS210_4 C1909TS210_5 C1909TS211_1 C1909TS211_2 C1909TS211_3 C1909TS211_4 C1909TS211_5 C1909TS213_1 C1909TS213_2 C1909TS213_3 C1909TS213_4 C1909TS213_5 C1909TS215_1 C1909TS215_2 C1909TS215_3 C1909TS215_4 C1909TS215_5 C1909TS228_1 C1909TS228_2 C1909TS228_3 C1909TS228_4 C1909TS228_5 C1909TS230_1 C1909TS230_2 C1909TS230_3 C1909TS230_4 C1909TS230_5 C1909TS240_1 C1909TS240_2 C1909TS240_3 C1909TS240_4 C1909TS240_5 C1909TS247_1 C1909TS247_2 C1909TS247_3 C1909TS247_4 C1909TS247_5 C1909TS258_1 C1909TS258_2 C1909TS258_3 C1909TS258_4 C1909TS258_5 C1909TS273_1 C1909TS273_2 C1909TS273_3 C1909TS273_4 C1909TS273_5 C1909TS278_1 C1909TS278_2 C1909TS278_3 C1909TS278_4 C1909TS278_5 C1909TS299_1 C1909TS299_2 C1909TS299_3 C1909TS299_4 C1909TS299_5 C1909TS301_1 C1909TS309_1 C1909TS309_2 C1909TS309_3 C1909TS309_4 C1909TS309_5 C1909TS345_1 C1909TS345_2 C1909TS345_3 C1909TS345_4 C1909TS345_5 C1909TS347_1 C1909TS349_1 C1909TS349_2 C1909TS349_3 C1909TS349_4 C1909TS349_5 C1909TS359_1 C1909TS369_1 C1909TS369_2 C1909TS369_3 C1909TS369_4 C1909TS369_5 C1909TS389_1 C1909TS389_2 C1909TS389_3 C1909TS389_4 C1909TS389_5 C1909TS404_1 C1909TS404_2 C1909TS404_3 C1909TS404_4 C1909TS404_5 C1909TS405_1 C1909TS405_2 C1909TS405_3 C1909TS405_4 C1909TS405_5 C1909TS413_1 C1909TS413_2 C1909TS413_3 C1909TS413_4 C1909TS413_5 C1909TS414_1 C1909TS414_2 C1909TS414_3 C1909TS414_4 C1909TS414_5 C1909TS438_1 C1909TS438_2 C1909TS438_3 C1909TS438_4 C1909TS438_5
0.20434 0.215344 0.337627 0.266223 0.239681 0.248213 0.233262 0.226594 0.240124 0.279706 0.269304 0.257203 0.278573 0.293845 0.297882 0.307542 0.339162 0.332008 0.271999 0.224951 0.339162 0.219753 0.276754 0.242839 0.24588 0.267746 0.36273 0.316665 0.315106 0.323397 0.316948 0.29226 0.316948 0.315158 0.315531 0.30569 0.33754 0.288929 0.504863 0.380453 0.507182 0.506957 0.512421 0.288822 0.2965 0.321719 0.305427 0.276889 0.199679 0.310761 0.199435 0.264804 0.318216 0.315685 0.351346 0.314061 0.345099 0.327083 0.29226 0.267122 0.286066 0.214449 0.289012 0.220155 0.282769 0.319926 0.282389 0.254647 0.289286 0.261941 0.333875 0.326873 0.326287 0.312886 0.31708 0.310136 0.31583 0.3566 0.335977 0.353078 0.584757 0.584003 1 0.577188 0.582999 0.297419 0.303622 0.242361 0.259632 0.239656 0.220545 0.206473 0.226513 0.19965 0.202312 0.297814 0.317757 0.28291 0.305846 0.275533 0.309844 0.28564 0.314432 0.321837 0.279506 0.200189 0.244016 0.224392 0.233235 0.23917 0.284717 0.312617 0.327708 0.319024 0.308183 0.284717 0.312617 0.327708 0.319024 0.308183 0.240124 0.266289 0.297939 0.307561 0.289706 0.286999 0.271084 0.262937 0.292 0.325528 0.289878 0.300132 0.38096 0.380308 0.372197 0.368346 0.373821 0.324007 0.334518 0.316805 0.3047 0.327709 0.321802 0.263201 0.220163 0.265468 0.251986 0.279366 0.284097 0.253569 0.315549 0.287134 0.262397 0.209099 0.20385 0.210126 0.221823 0.212238 0.450678 0.389387 0.388509 0.389422 0.362412 0.339781 0.333638 0.30681 0.329646 0.295045 0.302908 0.291757 0.295022 0.305708 0.316907
0.225467 0.25866 0.388659 0.306494 0.278859 0.284114 0.25619 0.234983 0.299108 0.321153 0.312159 0.320916 0.326722 0.351329 0.360953 0.366262 0.36855 0.363748 0.280579 0.260543 0.36855 0.245887 0.286456 0.268155 0.262838 0.283965 0.381631 0.364796 0.328973 0.348097 0.332535 0.359362 0.332535 0.333426 0.362467 0.33135 0.364781 0.315925 0.504138 0.438497 0.504156 0.504359 0.508359 0.332952 0.331913 0.35572 0.332801 0.332512 0.241348 0.355055 0.209181 0.323725 0.342981 0.320135 0.385486 0.326706 0.389749 0.388457 0.359362 0.304102 0.329093 0.230882 0.295017 0.2634 0.293716 0.374522 0.317836 0.320604 0.319802 0.311595 0.332891 0.359625 0.356581 0.340267 0.337385 0.356683 0.370523 0.434501 0.385175 0.408334 0.920387 0.818834 0.617933 1 0.951336 0.328439 0.323765 0.299829 0.276263 0.278454 0.267981 0.204616 0.212831 0.221749 0.250081 0.36548 0.335556 0.35342 0.340265 0.300984 0.342187 0.347403 0.356105 0.362777 0.331832 0.214612 0.273673 0.219437 0.273191 0.241796 0.323657 0.327437 0.393846 0.345297 0.357363 0.323657 0.327437 0.393846 0.345297 0.357363 0.299108 0.319316 0.331392 0.346103 0.346149 0.340348 0.314905 0.300005 0.365117 0.327332 0.394037 0.345418 0.424355 0.424552 0.424486 0.421987 0.425281 0.368533 0.363816 0.36945 0.355363 0.357326 0.345381 0.304239 0.305639 0.303453 0.326138 0.301184 0.335028 0.300256 0.350213 0.331813 0.310362 0.232368 0.264533 0.249299 0.27346 0.235135 0.491545 0.404894 0.432658 0.454224 0.446784 0.384333 0.370092 0.340923 0.378367 0.362129 0.318972 0.33212 0.347812 0.340675 0.335877
0.223228 0.262092 0.396151 0.311887 0.280671 0.288434 0.260954 0.240226 0.299238 0.324819 0.31862 0.321808 0.331538 0.354391 0.367932 0.384112 0.373994 0.36972 0.281705 0.263006 0.373994 0.251638 0.292255 0.269933 0.264227 0.287847 0.389215 0.359978 0.329927 0.351601 0.335149 0.363433 0.335149 0.344304 0.363157 0.343034 0.370241 0.32274 0.502796 0.441189 0.504167 0.504145 0.50895 0.334755 0.339313 0.359427 0.340338 0.337751 0.248078 0.359454 0.213527 0.329469 0.349171 0.327245 0.394016 0.331717 0.395476 0.399826 0.363433 0.307419 0.331342 0.240415 0.300626 0.267044 0.29717 0.379878 0.320847 0.32239 0.319648 0.313006 0.342172 0.369791 0.366279 0.34968 0.345359 0.364943 0.369367 0.430551 0.390367 0.406127 0.959942 0.792662 0.631095 0.953313 1 0.332924 0.327238 0.307682 0.283415 0.283672 0.270715 0.212 0.218196 0.22727 0.253569 0.368855 0.351928 0.363791 0.346083 0.310496 0.34777 0.353465 0.360348 0.366985 0.336964 0.219918 0.277378 0.224999 0.276246 0.247144 0.331841 0.338102 0.40376 0.348808 0.360788 0.331841 0.338102 0.40376 0.348808 0.360788 0.299238 0.323872 0.335788 0.355417 0.351538 0.348389 0.317136 0.309869 0.36984 0.339833 0.398925 0.353826 0.432272 0.432471 0.432391 0.430612 0.435114 0.379959 0.36995 0.376561 0.360967 0.364294 0.35084 0.31013 0.311411 0.313012 0.329264 0.305558 0.343859 0.304232 0.360749 0.340777 0.317514 0.23905 0.266153 0.25501 0.277118 0.242735 0.497183 0.41249 0.443714 0.457779 0.453848 0.388694 0.374626 0.348237 0.385033 0.361039 0.328804 0.342416 0.349184 0.346007 0.343332
0.317978 0.312641 0.433318 0.313948 0.326654 0.322411 0.306948 0.324173 0.335465 0.516333 0.529584 0.478957 0.525855 0.497661 0.523923 0.457972 0.393956 0.395606 0.379978 0.324928 0.393956 0.381428 0.367206 0.35952 0.351443 0.359324 0.456916 0.556062 0.5665 0.658434 0.445917 0.460374 0.445917 0.456917 0.480203 0.465202 0.452974 0.449548 0.38062 0.463984 0.380576 0.381015 0.37876 0.444561 0.397632 0.425906 0.474576 0.489767 0.304902 0.44454 0.319251 0.398794 0.447228 0.409423 0.389135 0.392847 0.396272 0.384471 0.460374 0.397509 0.552254 0.324404 0.419837 0.31684 0.490556 0.500196 0.371022 0.33653 0.312032 0.326629 0.493556 0.464614 0.46972 0.467057 0.465459 0.45582 0.465774 0.385592 0.468289 0.42113 0.358403 0.339909 0.356331 0.351456 0.354496 1 0.492206 0.444453 0.418496 0.384783 0.316089 0.322264 0.302009 0.283854 0.328067 0.420047 0.425106 0.453642 0.417685 0.326973 0.452807 0.441648 0.465111 0.444944 0.429699 0.25811 0.302925 0.322315 0.337218 0.28451 0.457155 0.500217 0.415392 0.43953 0.469727 0.457155 0.500217 0.415392 0.43953 0.469727 0.335465 0.438517 0.452638 0.451455 0.448785 0.441289 0.499964 0.511314 0.471988 0.491495 0.513775 0.433482 0.439348 0.439404 0.440578 0.437748 0.443296 0.394123 0.454807 0.398207 0.419694 0.463569 0.449388 0.396661 0.400691 0.367943 0.443724 0.423558 0.37314 0.364243 0.369577 0.369861 0.341369 0.378158 0.306803 0.29515 0.299035 0.359844 0.413281 0.414852 0.40674 0.408575 0.408259 0.497162 0.502637 0.475188 0.442033 0.373965 0.464252 0.457266 0.448513 0.437228 0.482025
0.284058 0.317835 0.386134 0.278597 0.318484 0.308086 0.309552 0.27319 0.315592 0.428666 0.415826 0.421115 0.45507 0.4451 0.387783 0.366688 0.331005 0.345727 0.33062 0.293619 0.331005 0.351065 0.344048 0.33336 0.325735 0.312178 0.355364 0.422081 0.449662 0.450702 0.370586 0.380683 0.370586 0.485777 0.473922 0.436883 0.460087 0.429618 0.354708 0.406802 0.355127 0.355388 0.354238 0.436841 0.353612 0.463073 0.467903 0.407198 0.281491 0.439006 0.316371 0.388871 0.415077 0.384208 0.356934 0.384459 0.372492 0.368466 0.380683 0.378409 0.430873 0.322204 0.379862 0.272965 0.385157 0.394566 0.392526 0.303573 0.28516 0.290961 0.472754 0.459347 0.483223 0.484778 0.492128 0.421997 0.435297 0.324716 0.436843 0.456183 0.336878 0.303352 0.344111 0.322645 0.33097 0.477036 1 0.425174 0.457583 0.407645 0.297371 0.284444 0.268393 0.264957 0.257992 0.354658 0.371224 0.354575 0.37693 0.292003 0.487126 0.468012 0.482839 0.417893 0.42372 0.266561 0.308949 0.263129 0.312794 0.245809 0.394075 0.441406 0.360204 0.400591 0.4082 0.394075 0.441406 0.360204 0.400591 0.4082 0.315592 0.368548 0.38703 0.371245 0.388375 0.379944 0.430729 0.388215 0.411971 0.446331 0.418346 0.385059 0.387839 0.387866 0.386921 0.383378 0.38683 0.356509 0.485395 0.390898 0.416327 0.465946 0.431443 0.397888 0.377141 0.372354 0.367637 0.435646 0.371991 0.348262 0.368972 0.345711 0.335276 0.300168 0.259259 0.269029 0.27248 0.319709 0.376306 0.38402 0.349285 0.401791 0.38737 0.400968 0.426329 0.421572 0.407162 0.344238 0.472756 0.460238 0.479736 0.481823 0.503634
0.298857 0.285594 0.372286 0.302817 0.287331 0.277453 0.28864 0.300084 0.309884 0.382565 0.371666 0.393394 0.41468 0.388357 0.37645 0.35537 0.308311 0.333134 0.31283 0.310542 0.308311 0.361319 0.332206 0.341702 0.352705 0.341071 0.386919 0.396862 0.40374 0.420058 0.323758 0.401848 0.323758 0.459642 0.4373 0.44673 0.399312 0.430314 0.333735 0.358303 0.320255 0.320257 0.320287 0.370287 0.387198 0.428587 0.467335 0.346002 0.284087 0.446246 0.292021 0.350296 0.515435 0.367792 0.402081 0.344972 0.41222 0.397971 0.401848 0.340041 0.409374 0.286689 0.40243 0.270195 0.413073 0.379063 0.35727 0.294539 0.252185 0.263174 0.44269 0.437548 0.451549 0.464521 0.449005 0.377286 0.341048 0.340469 0.335208 0.341321 0.325729 0.325907 0.320237 0.31952 0.323476 0.433989 0.441812 1 0.344154 0.325222 0.280385 0.292136 0.269811 0.237308 0.275995 0.381002 0.394626 0.420131 0.392598 0.299196 0.454803 0.444432 0.428572 0.482926 0.535852 0.263069 0.285213 0.293627 0.285007 0.311423 0.407751 0.417872 0.355362 0.412227 0.362637 0.407751 0.417872 0.355362 0.412227 0.362637 0.309884 0.430407 0.400757 0.390886 0.438063 0.421407 0.411555 0.388612 0.352088 0.362212 0.361263 0.405577 0.327181 0.327487 0.330575 0.331016 0.330149 0.383436 0.418011 0.378094 0.475136 0.466682 0.464727 0.348419 0.382485 0.32741 0.345201 0.361536 0.359422 0.331648 0.306871 0.303774 0.353198 0.32501 0.289487 0.269023 0.274361 0.300843 0.369911 0.375754 0.352199 0.357339 0.417946 0.400708 0.353669 0.37241 0.350769 0.357699 0.429056 0.442 0.421388 0.400377 0.449606
0.282979 0.320988 0.324033 0.299165 0.261249 0.287643 0.32172 0.274639 0.302482 0.359888 0.370594 0.33693 0.352894 0.35817 0.365279 0.325042 0.328661 0.346972 0.299861 0.285403 0.328661 0.324474 0.312747 0.319007 0.306647 0.303506 0.295609 0.358558 0.367295 0.371642 0.369392 0.357398 0.369392 0.352317 0.360384 0.34613 0.338223 0.328418 0.348358 0.367923 0.328349 0.328854 0.328002 0.387426 0.330963 0.345321 0.340092 0.341215 0.297448 0.330032 0.310337 0.337283 0.364698 0.32793 0.352293 0.317978 0.366142 0.36019 0.357398 0.330633 0.394678 0.309717 0.345803 0.27387 0.382276 0.38668 0.342041 0.290274 0.26296 0.263914 0.37204 0.343251 0.364645 0.349534 0.369168 0.324992 0.360023 0.262904 0.381226 0.395661 0.306343 0.283741 0.299218 0.292633 0.299599 0.384154 0.424449 0.321791 1 0.350327 0.279657 0.299429 0.272701 0.279474 0.28232 0.308506 0.340872 0.334237 0.333047 0.253492 0.359377 0.374042 0.357217 0.356334 0.337362 0.279045 0.272911 0.276559 0.263969 0.236264 0.356668 0.353554 0.317188 0.379682 0.32453 0.356668 0.353554 0.317188 0.379682 0.32453 0.302482 0.321314 0.376357 0.319717 0.353209 0.335885 0.364886 0.337795 0.38233 0.402725 0.344115 0.33576 0.331789 0.331965 0.327934 0.327041 0.331215 0.338711 0.369751 0.33519 0.348049 0.374973 0.371202 0.338608 0.336951 0.317128 0.322637 0.38727 0.332283 0.341137 0.338716 0.318154 0.345918 0.255654 0.275004 0.301336 0.277155 0.32431 0.310787 0.327514 0.31587 0.328443 0.341913 0.359058 0.384324 0.38425 0.364313 0.326387 0.348296 0.339189 0.357863 0.338102 0.342287
0.365755 0.413093 0.486555 0.427951 0.387957 0.351805 0.36952 0.378344 0.400164 0.489808 0.483264 0.560826 0.519429 0.49715 0.478767 0.483179 0.397492 0.452112 0.411154 0.397862 0.397492 0.420129 0.410996 0.401277 0.370579 0.410795 0.424164 0.496162 0.478616 0.482396 0.45824 0.455124 0.45824 0.480894 0.462129 0.486594 0.472892 0.47079 0.385761 0.462013 0.391749 0.39181 0.389677 0.465669 0.473648 0.465232 0.458113 0.526659 0.372717 0.482558 0.432096 0.492563 0.450836 0.411693 0.437109 0.421296 0.447478 0.445782 0.455124 0.467012 0.513593 0.414841 0.471642 0.42524 0.421829 0.475325 0.486666 0.349938 0.331084 0.336687 0.500747 0.489161 0.4902 0.508824 0.48827 0.475927 0.460335 0.435325 0.457763 0.443153 0.403905 0.38108 0.377094 0.391524 0.399353 0.50452 0.542757 0.46132 0.511454 1 0.42132 0.419418 0.394611 0.385306 0.383238 0.425924 0.46518 0.469808 0.47846 0.356786 0.457515 0.494335 0.46404 0.486215 0.466338 0.346033 0.34469 0.379182 0.399416 0.338853 0.472015 0.557813 0.432424 0.470464 0.480103 0.472015 0.557813 0.432424 0.470464 0.480103 0.400164 0.466822 0.491086 0.470515 0.455597 0.481234 0.484191 0.472585 0.48188 0.49332 0.481828 0.469644 0.421048 0.421853 0.425552 0.421709 0.427061 0.440572 0.460674 0.452131 0.475292 0.489894 0.469442 0.475332 0.490996 0.46385 0.508967 0.464243 0.428884 0.452314 0.454948 0.456762 0.462876 0.378766 0.364332 0.403796 0.381597 0.389216 0.439295 0.433396 0.392122 0.4154 0.466291 0.520334 0.518874 0.508554 0.476121 0.479274 0.472969 0.473511 0.49407 0.463508 0.526905
0.404997 0.3895 0.382259 0.487575 0.483694 0.432398 0.447454 0.42197 0.452919 0.367268 0.384073 0.407538 0.363218 0.400565 0.356987 0.40968 0.343073 0.361743 0.376376 0.379182 0.343073 0.421 0.38385 0.378141 0.367413 0.369115 0.369666 0.382729 0.389595 0.384228 0.371944 0.390645 0.371944 0.384121 0.369024 0.399996 0.363248 0.357592 0.3439 0.343726 0.340242 0.340399 0.340891 0.373787 0.380005 0.357884 0.384754 0.386369 0.384541 0.407719 0.415202 0.362551 0.376321 0.391968 0.359992 0.404797 0.365492 0.370369 0.390645 0.367453 0.375929 0.40608 0.381998 0.407323 0.369162 0.42373 0.337066 0.385228 0.38431 0.381981 0.371904 0.372717 0.376651 0.381038 0.383571 0.374576 0.372147 0.342538 0.404533 0.380724 0.379217 0.365532 0.3606 0.371254 0.374119 0.410845 0.396194 0.375503 0.389508 0.410542 1 0.466815 0.485596 0.542298 0.54862 0.363902 0.421556 0.387091 0.364049 0.419771 0.415856 0.394295 0.393475 0.373527 0.382349 0.333489 0.442378 0.418283 0.482512 0.43421 0.386699 0.429527 0.409671 0.376355 0.400161 0.386699 0.429527 0.409671 0.376355 0.400161 0.452919 0.408097 0.421028 0.377164 0.373719 0.432176 0.36729 0.356862 0.385423 0.391893 0.365346 0.373625 0.365001 0.365343 0.352777 0.357011 0.364126 0.433129 0.370585 0.435169 0.396245 0.372625 0.413631 0.407997 0.417675 0.38202 0.360863 0.36799 0.3235 0.365613 0.351513 0.340736 0.391858 0.396769 0.42853 0.438465 0.409074 0.403711 0.348431 0.355045 0.370999 0.398058 0.416963 0.37561 0.358234 0.390655 0.379283 0.363551 0.379822 0.35427 0.387118 0.379501 0.365161
0.383168 0.415847 0.380458 0.467854 0.476716 0.410113 0.462127 0.437762 0.421245 0.506252 0.433506 0.431185 0.437997 0.429911 0.419474 0.399589 0.33862 0.36016 0.379472 0.425462 0.33862 0.455959 0.456534 0.408616 0.408488 0.408171 0.383035 0.5091 0.506434 0.441551 0.412863 0.450423 0.412863 0.431107 0.399872 0.400194 0.408834 0.397301 0.315685 0.35888 0.316367 0.316227 0.316595 0.398428 0.477613 0.402489 0.398334 0.434355 0.419278 0.409089 0.431412 0.363864 0.364725 0.428354 0.429046 0.410612 0.429762 0.430831 0.450423 0.483322 0.43767 0.417296 0.500141 0.429667 0.492469 0.396124 0.363877 0.390064 0.408471 0.391452 0.429899 0.399941 0.432305 0.414189 0.420438 0.387984 0.456193 0.355437 0.432814 0.413422 0.324044 0.318204 0.337592 0.316822 0.319729 0.440177 0.403968 0.390697 0.439503 0.393249 0.47119 1 0.475595 0.491149 0.506651 0.430859 0.445038 0.437682 0.448507 0.40869 0.415436 0.429985 0.426268 0.39915 0.389814 0.400906 0.414181 0.437014 0.487068 0.373586 0.511972 0.414896 0.417876 0.45542 0.431997 0.511972 0.414896 0.417876 0.45542 0.431997 0.421245 0.503273 0.456171 0.432743 0.481993 0.491665 0.432232 0.414367 0.44273 0.382302 0.39466 0.381779 0.366283 0.366407 0.350853 0.355669 0.36185 0.497376 0.42294 0.362852 0.395581 0.405454 0.443406 0.389595 0.42765 0.352012 0.439894 0.404259 0.414395 0.410491 0.384048 0.374597 0.402543 0.448104 0.433399 0.44021 0.43099 0.46299 0.396068 0.372701 0.385996 0.400996 0.407524 0.44383 0.426003 0.446289 0.447392 0.392416 0.410116 0.390685 0.419556 0.40877 0.401784
0.426636 0.441156 0.373195 0.498273 0.480942 0.411385 0.466825 0.436733 0.454905 0.440275 0.40748 0.422173 0.420863 0.427162 0.376794 0.419605 0.368926 0.379462 0.378887 0.402277 0.368926 0.56048 0.516464 0.524794 0.517043 0.519447 0.395982 0.409278 0.434265 0.43351 0.417405 0.414828 0.417405 0.404958 0.433947 0.43313 0.423508 0.422303 0.339844 0.358434 0.334588 0.334607 0.332159 0.391553 0.410191 0.406529 0.399882 0.415508 0.433571 0.422369 0.472954 0.421248 0.398005 0.43798 0.369595 0.443133 0.358016 0.37776 0.414828 0.417069 0.40291 0.508796 0.447083 0.518957 0.44202 0.425479 0.378107 0.432922 0.422569 0.405443 0.412161 0.400877 0.410783 0.407372 0.403284 0.404882 0.396803 0.409243 0.418575 0.420635 0.374124 0.372546 0.376794 0.368054 0.36942 0.437023 0.410729 0.395693 0.428924 0.409091 0.526224 0.520551 1 0.58898 0.549628 0.397081 0.45385 0.424055 0.38368 0.490308 0.411153 0.403175 0.419995 0.382266 0.39197 0.421413 0.41079 0.440321 0.485766 0.4308 0.414389 0.441879 0.425207 0.39681 0.449545 0.414389 0.441879 0.425207 0.39681 0.449545 0.454905 0.41061 0.434636 0.420326 0.428534 0.429583 0.426373 0.403546 0.454887 0.411796 0.400457 0.395021 0.41312 0.413501 0.402064 0.399314 0.410216 0.438897 0.407315 0.397477 0.398549 0.417044 0.425887 0.450577 0.444066 0.415613 0.392798 0.380709 0.399253 0.41754 0.418732 0.408032 0.439938 0.494635 0.49969 0.476012 0.508681 0.552616 0.375599 0.415685 0.387956 0.422118 0.425091 0.399078 0.454159 0.46981 0.412492 0.4423 0.441389 0.423175 0.438349 0.435054 0.409644
0.420708 0.425737 0.393346 0.54529 0.542494 0.486839 0.471162 0.422202 0.485107 0.396024 0.416076 0.407988 0.403674 0.4265 0.368991 0.428402 0.356545 0.364374 0.40315 0.401545 0.356545 0.454743 0.432964 0.425389 0.413694 0.39835 0.370485 0.389402 0.419701 0.398074 0.382229 0.42193 0.382229 0.382818 0.383715 0.412015 0.396478 0.391068 0.337716 0.33573 0.339985 0.340041 0.337748 0.388795 0.398384 0.374965 0.366801 0.406347 0.40512 0.382079 0.426177 0.390171 0.37759 0.470269 0.391762 0.441252 0.382592 0.388985 0.42193 0.421926 0.365064 0.5081 0.411805 0.517051 0.444783 0.430969 0.377761 0.420588 0.425313 0.434351 0.391543 0.372023 0.388639 0.38407 0.390123 0.373808 0.370915 0.362739 0.414672 0.402689 0.357601 0.359729 0.343823 0.351721 0.352567 0.40659 0.406216 0.362754 0.428558 0.42069 0.582357 0.531643 0.575867 1 0.75524 0.392861 0.417161 0.405119 0.378016 0.438572 0.393899 0.370795 0.392161 0.359154 0.397336 0.404336 0.491078 0.425689 0.559639 0.430408 0.431982 0.432448 0.440946 0.420518 0.46791 0.431982 0.432448 0.440946 0.420518 0.46791 0.485107 0.403437 0.42814 0.399294 0.418954 0.441638 0.39292 0.390396 0.411367 0.396739 0.402682 0.376952 0.39918 0.399437 0.380458 0.381833 0.394386 0.477128 0.409476 0.384515 0.372226 0.391859 0.419332 0.39708 0.439648 0.396958 0.386834 0.391932 0.360541 0.388315 0.387361 0.385677 0.389923 0.447678 0.496122 0.524891 0.523194 0.516137 0.371487 0.386028 0.376145 0.398497 0.436504 0.399378 0.402678 0.454508 0.401896 0.40642 0.406486 0.398779 0.406067 0.413957 0.362503
0.415665 0.39219 0.372252 0.522733 0.489711 0.473396 0.391607 0.423898 0.468461 0.428934 0.365613 0.395417 0.406123 0.428375 0.362245 0.385529 0.348752 0.364111 0.384128 0.403231 0.348752 0.448393 0.403902 0.399481 0.39661 0.393042 0.406499 0.423386 0.414629 0.400776 0.354695 0.383309 0.354695 0.362561 0.384339 0.36706 0.372119 0.366289 0.332981 0.343698 0.333435 0.333411 0.329347 0.376256 0.3676 0.358051 0.350539 0.384283 0.405444 0.384575 0.411577 0.350248 0.36057 0.457367 0.353589 0.435598 0.351465 0.333537 0.383309 0.366821 0.380756 0.472246 0.385364 0.482083 0.404131 0.400939 0.349992 0.405887 0.383545 0.384261 0.365041 0.364335 0.371652 0.371897 0.372288 0.393214 0.368684 0.385625 0.369975 0.377981 0.353481 0.368583 0.317482 0.353616 0.351379 0.434132 0.358685 0.375206 0.392255 0.389724 0.567733 0.501315 0.534955 0.733583 1 0.347891 0.389656 0.401442 0.360886 0.419133 0.34523 0.360722 0.3644 0.349444 0.380934 0.370907 0.483809 0.42082 0.507248 0.437178 0.378189 0.384707 0.429963 0.373402 0.451411 0.378189 0.384707 0.429963 0.373402 0.451411 0.468461 0.392117 0.389575 0.38598 0.43085 0.42262 0.394845 0.395409 0.410979 0.403788 0.394459 0.379844 0.383987 0.384297 0.363034 0.366096 0.379671 0.434494 0.38493 0.37884 0.352446 0.383604 0.410518 0.370452 0.433093 0.371254 0.364605 0.359944 0.343186 0.381769 0.372309 0.357124 0.390004 0.428179 0.480046 0.464602 0.506384 0.471745 0.395754 0.337647 0.37134 0.374052 0.414443 0.425484 0.373163 0.413214 0.37241 0.406741 0.373593 0.358884 0.377886 0.391963 0.359165
0.304665 0.32557 0.436581 0.331515 0.323971 0.292612 0.307383 0.314692 0.329863 0.451362 0.466422 0.401868 0.455773 0.414096 0.464478 0.45852 0.3717 0.378289 0.390755 0.301001 0.3717 0.38241 0.384049 0.35387 0.344683 0.338671 0.362751 0.516566 0.483454 0.400376 0.438516 0.593422 0.438516 0.481164 0.429209 0.495155 0.451466 0.437364 0.380696 0.394728 0.387741 0.387811 0.389277 0.346828 0.641427 0.437165 0.486816 0.488789 0.322239 0.49246 0.29547 0.460432 0.488395 0.382478 0.465465 0.37492 0.458119 0.415081 0.593422 0.403068 0.422592 0.327034 0.509184 0.293642 0.404802 0.460181 0.385325 0.366548 0.322087 0.341699 0.482947 0.474251 0.493957 0.487004 0.476145 0.399143 0.449534 0.349318 0.395781 0.383089 0.39656 0.391667 0.372356 0.394419 0.394375 0.415983 0.388589 0.408163 0.356282 0.343827 0.310514 0.340455 0.278726 0.313003 0.291643 1 0.552844 0.540307 0.567027 0.336771 0.456872 0.446179 0.428916 0.441389 0.426108 0.289186 0.273007 0.320445 0.309476 0.330104 0.573075 0.512526 0.521168 0.570631 0.414036 0.573075 0.512526 0.521168 0.570631 0.414036 0.329863 0.523691 0.52432 0.529355 0.48961 0.511878 0.436466 0.47381 0.426444 0.386415 0.475623 0.437534 0.412711 0.413233 0.4118 0.406736 0.405315 0.536468 0.450361 0.348646 0.433416 0.434152 0.465338 0.41873 0.427077 0.402336 0.452591 0.325645 0.412095 0.385723 0.383394 0.387548 0.372575 0.351087 0.334726 0.293431 0.316855 0.346772 0.457609 0.477056 0.380955 0.398821 0.456157 0.485967 0.456861 0.41591 0.43021 0.439455 0.457209 0.47065 0.461591 0.46155 0.490911
