C1906TS003_1 C1906TS003_2 C1906TS003_3 C1906TS044_1 C1906TS066_1 C1906TS067_1 C1906TS067_2 C1906TS067_3 C1906TS067_4 C1906TS067_5 C1906TS073_1 C1906TS073_2 C1906TS073_3 C1906TS073_4 C1906TS073_5 C1906TS087_1 C1906TS087_2 C1906TS087_3 C1906TS087_4 C1906TS102_1 C1906TS102_2 C1906TS103_1 C1906TS103_2 C1906TS123_1 C1906TS123_2 C1906TS123_3 C1906TS123_4 C1906TS123_5 C1906TS131_1 C1906TS131_2 C1906TS131_3 C1906TS131_4 C1906TS131_5 C1906TS152_1 C1906TS152_2 C1906TS152_3 C1906TS152_4 C1906TS152_5 C1906TS156_1 C1906TS156_2 C1906TS156_3 C1906TS156_4 C1906TS156_5 C1906TS158_1 C1906TS158_2 C1906TS158_3 C1906TS158_4 C1906TS158_5 C1906TS182_1 C1906TS182_2 C1906TS182_3 C1906TS182_4 C1906TS182_5 C1906TS196_1 C1906TS200_1 C1906TS210_1 C1906TS210_2 C1906TS210_3 C1906TS210_4 C1906TS210_5 C1906TS211_1 C1906TS211_2 C1906TS211_3 C1906TS211_4 C1906TS211_5 C1906TS213_1 C1906TS213_2 C1906TS213_3 C1906TS213_4 C1906TS213_5 C1906TS215_1 C1906TS215_2 C1906TS215_3 C1906TS215_4 C1906TS215_5 C1906TS228_1 C1906TS230_1 C1906TS230_2 C1906TS230_3 C1906TS230_4 C1906TS230_5 C1906TS240_1 C1906TS240_2 C1906TS240_3 C1906TS240_4 C1906TS240_5 C1906TS247_1 C1906TS247_2 C1906TS247_3 C1906TS247_4 C1906TS247_5 C1906TS258_1 C1906TS258_2 C1906TS258_3 C1906TS258_4 C1906TS258_5 C1906TS270_1 C1906TS273_1 C1906TS273_2 C1906TS273_3 C1906TS273_4 C1906TS273_5 C1906TS278_1 C1906TS278_2 C1906TS278_3 C1906TS278_4 C1906TS278_5 C1906TS299_1 C1906TS299_2 C1906TS299_3 C1906TS299_4 C1906TS299_5 C1906TS301_1 C1906TS309_1 C1906TS309_2 C1906TS309_3 C1906TS309_4 C1906TS309_5 C1906TS346_1 C1906TS347_1 C1906TS349_1 C1906TS349_2 C1906TS349_3 C1906TS349_4 C1906TS349_5 C1906TS359_1 C1906TS369_1 C1906TS369_2 C1906TS369_3 C1906TS369_4 C1906TS369_5 C1906TS389_1 C1906TS389_2 C1906TS389_3 C1906TS389_4 C1906TS389_5 C1906TS401_1 C1906TS404_1 C1906TS404_2 C1906TS404_3 C1906TS404_4 C1906TS404_5 C1906TS405_1 C1906TS405_2 C1906TS405_3 C1906TS405_4 C1906TS405_5 C1906TS413_1 C1906TS413_2 C1906TS413_3 C1906TS413_4 C1906TS413_5 C1906TS414_1 C1906TS414_2 C1906TS414_3 C1906TS414_4 C1906TS414_5 C1906TS438_1 C1906TS438_2 C1906TS438_3 C1906TS438_4 C1906TS438_5
0.25229 0.25235 0.246376 0.286622 0.23333 0.262032 0.272979 0.26142 0.228144 0.219868 0.28032 0.270694 0.263016 0.279559 0.273521 0.285252 0.29796 0.279074 0.282744 0.267075 0.286843 0.262763 0.267075 0.267922 0.275122 0.265919 0.265919 0.265919 0.28949 0.288174 0.291875 0.288933 0.289141 0.292681 0.291665 0.288741 0.292148 0.287086 0.288477 0.280976 0.278911 0.281268 0.276514 0.188369 0.249174 0.249239 0.220391 0.22794 0.252991 0.278199 0.249883 0.280527 0.275613 0.295059 0.254322 0.287436 0.272504 0.272067 0.270888 0.281352 0.286613 0.290614 0.284602 0.287637 0.285068 0.285927 0.286006 0.2857 0.286765 0.286926 0.282857 0.292153 0.282161 0.292801 0.281684 0.28467 0.270025 0.280766 1 0.289226 0.288348 0.291557 0.288466 0.302985 0.285719 0.298106 0.283025 0.279539 0.286405 0.27933 0.284444 0.301365 0.297088 0.288255 0.304421 0.294464 0.26857 0.287724 0.28885 0.287458 0.193227 0.244375 0.284568 0.287326 0.28518 0.28521 0.283823 0.284568 0.287326 0.28518 0.28521 0.283823 0.286622 0.284568 0.278036 0.275804 0.280171 0.275924 0.107379 0.289186 0.259938 0.288939 0.282305 0.259518 0.283913 0.288022 0.304741 0.301609 0.293176 0.296361 0.29858 0.291062 0.293058 0.284889 0.276642 0.276621 0.254446 0.27258 0.271168 0.270384 0.270326 0.271423 0.287436 0.28223 0.288 0.285427 0.286819 0.289493 0.288199 0.28957 0.285153 0.285378 0.29175 0.289704 0.287674 0.296383 0.29674 0.295254 0.291764 0.29245 0.291174 0.29561
0.252332 0.236411 0.243631 0.297218 0.232534 0.248406 0.262629 0.25653 0.218511 0.214576 0.274898 0.28136 0.283401 0.283632 0.285221 0.300675 0.311331 0.290276 0.298378 0.256114 0.303133 0.263466 0.256114 0.282322 0.279219 0.266722 0.266722 0.266722 0.299375 0.299122 0.300862 0.299754 0.300666 0.302907 0.307706 0.299824 0.30297 0.276009 0.306781 0.300964 0.300742 0.302657 0.300486 0.176603 0.240887 0.247342 0.212631 0.231775 0.249 0.277506 0.253247 0.279718 0.271851 0.299192 0.249718 0.291897 0.283736 0.293278 0.28778 0.29409 0.305709 0.288405 0.273392 0.275599 0.268354 0.29358 0.29374 0.294878 0.296704 0.295595 0.2963 0.302512 0.296039 0.308417 0.291764 0.29136 0.289749 0.258056 0.279557 1 0.278545 0.302952 0.305692 0.309304 0.313497 0.3035 0.296485 0.299689 0.295035 0.307568 0.298606 0.283039 0.299307 0.290041 0.294483 0.290185 0.275042 0.269883 0.277133 0.277399 0.1767 0.229601 0.296072 0.295467 0.300667 0.298364 0.295209 0.296072 0.295467 0.300667 0.298364 0.295209 0.297218 0.308321 0.289169 0.281051 0.293812 0.280551 0.104319 0.272473 0.281656 0.285713 0.267228 0.278857 0.290449 0.30169 0.298159 0.311198 0.303134 0.307538 0.296524 0.288143 0.291812 0.279979 0.279067 0.278966 0.256607 0.273965 0.273264 0.274183 0.270302 0.277468 0.291897 0.296299 0.297328 0.296243 0.289467 0.298163 0.299882 0.307308 0.306611 0.296548 0.307795 0.303323 0.295767 0.299982 0.294615 0.303344 0.297409 0.306006 0.301113 0.298893
0.251339 0.236496 0.24291 0.299084 0.231408 0.242686 0.271023 0.265826 0.223145 0.210816 0.271162 0.264135 0.283757 0.280531 0.282945 0.293167 0.295883 0.287576 0.293797 0.258872 0.286078 0.263984 0.258872 0.283581 0.270089 0.253666 0.253666 0.253666 0.303979 0.302751 0.300443 0.301904 0.303833 0.304238 0.305612 0.305167 0.300479 0.271711 0.303183 0.303072 0.298421 0.300591 0.299974 0.18677 0.247219 0.250761 0.220558 0.240197 0.231125 0.278316 0.244406 0.278554 0.272461 0.289759 0.258463 0.291369 0.267389 0.287089 0.275477 0.282754 0.299906 0.281065 0.26847 0.274523 0.265602 0.29835 0.299348 0.299734 0.299211 0.297929 0.294422 0.304452 0.29142 0.301849 0.293495 0.300213 0.289613 0.278219 0.279249 0.278511 1 0.284765 0.281954 0.287954 0.289792 0.288118 0.2797 0.285432 0.277087 0.286943 0.298809 0.278125 0.287751 0.280516 0.284051 0.28112 0.273688 0.269786 0.271925 0.272353 0.187065 0.235992 0.301887 0.299522 0.294423 0.302059 0.302935 0.301887 0.299522 0.294423 0.302059 0.302935 0.299084 0.282589 0.285982 0.279056 0.274932 0.277794 0.110647 0.275098 0.264943 0.291858 0.275399 0.27725 0.2778 0.306995 0.30187 0.30195 0.30184 0.295885 0.302904 0.280454 0.284406 0.265338 0.274572 0.265338 0.257912 0.270976 0.269117 0.267198 0.265061 0.272804 0.291369 0.28669 0.288355 0.2884 0.289267 0.300181 0.297816 0.300519 0.306182 0.305215 0.289061 0.301369 0.293054 0.303877 0.305055 0.303263 0.302633 0.301737 0.299327 0.302435
0.319751 0.300502 0.284566 0.413608 0.313313 0.285802 0.289026 0.28199 0.230125 0.228803 0.340967 0.346901 0.355202 0.345505 0.340341 0.437545 0.441906 0.392994 0.43168 0.301494 0.42822 0.334288 0.301494 0.348478 0.335832 0.32108 0.32108 0.32108 0.430412 0.423002 0.427273 0.429619 0.424138 0.428165 0.425923 0.414814 0.440537 0.355707 0.430143 0.418285 0.426987 0.415866 0.414127 0.201393 0.279793 0.279327 0.260081 0.27572 0.287759 0.380113 0.297839 0.378132 0.353626 0.428782 0.326544 0.416817 0.381639 0.387302 0.369383 0.387643 0.436344 0.34795 0.357842 0.359854 0.356888 0.404845 0.409205 0.413333 0.405457 0.40527 0.404596 0.392574 0.37965 0.396387 0.39149 0.404717 0.325156 0.303035 0.307719 0.327603 0.301431 1 0.589937 0.526485 0.496908 0.631634 0.393273 0.402988 0.388417 0.396739 0.384714 0.363706 0.373109 0.365429 0.407449 0.378502 0.370053 0.356178 0.360974 0.356131 0.210703 0.258588 0.432876 0.431355 0.426431 0.439865 0.433491 0.432876 0.431355 0.426431 0.439865 0.433491 0.413608 0.409981 0.405342 0.395442 0.395833 0.38775 0.112362 0.326366 0.358972 0.369041 0.32647 0.344283 0.357836 0.441361 0.432865 0.436707 0.439239 0.440854 0.415471 0.374423 0.379882 0.370364 0.372272 0.371203 0.369155 0.352985 0.355453 0.351361 0.353242 0.361388 0.416817 0.426757 0.411432 0.420925 0.415813 0.428774 0.429334 0.431442 0.422379 0.411635 0.39733 0.438931 0.422075 0.438929 0.44561 0.433057 0.42514 0.437614 0.422145 0.432007
0.333679 0.304979 0.291403 0.432935 0.321436 0.297333 0.305473 0.300483 0.242965 0.237866 0.346289 0.332773 0.359778 0.358034 0.356246 0.454178 0.458219 0.409925 0.445582 0.320261 0.437831 0.354795 0.320261 0.360933 0.339382 0.345395 0.345395 0.345395 0.44903 0.449425 0.44913 0.451188 0.451543 0.456397 0.454248 0.429011 0.460744 0.369644 0.457285 0.444831 0.450451 0.4442 0.445412 0.210943 0.292931 0.294374 0.265983 0.277414 0.308249 0.381358 0.318138 0.386627 0.369296 0.442842 0.329111 0.44445 0.394798 0.407945 0.390248 0.397487 0.463833 0.352422 0.365061 0.361653 0.359003 0.420756 0.428839 0.42878 0.42845 0.421098 0.42676 0.417375 0.408528 0.413111 0.410219 0.416304 0.332281 0.31137 0.312872 0.340251 0.316941 0.608952 1 0.541159 0.518223 0.59283 0.421141 0.425347 0.415909 0.423437 0.409796 0.384564 0.391097 0.378123 0.404433 0.387238 0.391475 0.360267 0.365219 0.361009 0.223828 0.264991 0.457534 0.444245 0.444519 0.46393 0.455584 0.457534 0.444245 0.444519 0.46393 0.455584 0.432935 0.435355 0.416008 0.409523 0.421316 0.387844 0.117927 0.338419 0.366121 0.384484 0.333261 0.358615 0.381907 0.44966 0.447948 0.448143 0.449579 0.464836 0.439036 0.390501 0.402827 0.385352 0.387106 0.380235 0.387706 0.357221 0.36154 0.354775 0.357296 0.364836 0.44445 0.457391 0.441076 0.449471 0.440464 0.457546 0.466262 0.464339 0.454082 0.444674 0.429591 0.451863 0.454009 0.456495 0.463033 0.466564 0.457794 0.463826 0.461156 0.465591
0.342135 0.326532 0.288327 0.456566 0.324222 0.292292 0.312106 0.302136 0.239287 0.239419 0.384215 0.38353 0.384908 0.375351 0.384283 0.481276 0.484026 0.418587 0.459133 0.337525 0.45984 0.340848 0.337525 0.368007 0.35265 0.352015 0.352015 0.352015 0.473043 0.469482 0.466558 0.479917 0.47039 0.483759 0.482537 0.450924 0.501009 0.382853 0.481404 0.479033 0.475621 0.472128 0.461749 0.198612 0.288751 0.29753 0.282871 0.293619 0.298072 0.39405 0.306261 0.398914 0.383592 0.462343 0.354361 0.45479 0.419352 0.436596 0.412327 0.416038 0.500097 0.377892 0.381026 0.373755 0.377073 0.459218 0.455544 0.459327 0.45402 0.454144 0.444647 0.433188 0.429911 0.435219 0.43175 0.447674 0.33305 0.322562 0.325927 0.353162 0.324999 0.552056 0.55402 1 0.615107 0.552906 0.437411 0.449561 0.441887 0.44475 0.432521 0.411473 0.41424 0.388094 0.427878 0.408889 0.403462 0.377239 0.381355 0.380553 0.223005 0.275955 0.485808 0.485117 0.486421 0.491748 0.480624 0.485808 0.485117 0.486421 0.491748 0.480624 0.456566 0.471557 0.453342 0.425262 0.446315 0.432263 0.117496 0.341896 0.356277 0.390819 0.349054 0.366494 0.385601 0.4788 0.481001 0.473762 0.480347 0.491923 0.468112 0.402547 0.412421 0.410291 0.406627 0.409352 0.410386 0.372189 0.36624 0.362712 0.367127 0.373609 0.45479 0.46993 0.461567 0.460526 0.454491 0.472835 0.47579 0.489722 0.473421 0.466481 0.454262 0.497461 0.473986 0.494292 0.503609 0.490881 0.48464 0.486161 0.479982 0.483771
0.327809 0.307347 0.287827 0.442619 0.295572 0.278246 0.307407 0.297072 0.226781 0.22217 0.356728 0.366262 0.368526 0.371804 0.358606 0.46671 0.47096 0.397285 0.4552 0.304989 0.456529 0.337466 0.304989 0.364447 0.356699 0.352738 0.352738 0.352738 0.46835 0.459245 0.466605 0.470685 0.464946 0.469416 0.468192 0.440556 0.486671 0.369338 0.482445 0.475148 0.480582 0.469619 0.469451 0.195853 0.284889 0.298168 0.277669 0.281826 0.301525 0.38338 0.304869 0.387467 0.36578 0.453906 0.340144 0.444518 0.41658 0.438595 0.405309 0.411669 0.484304 0.366617 0.369691 0.36778 0.364771 0.449294 0.447227 0.448867 0.444287 0.441479 0.434038 0.413355 0.413143 0.414839 0.426179 0.435856 0.337641 0.311968 0.30611 0.350229 0.31522 0.510447 0.515712 0.590836 1 0.503128 0.425798 0.424164 0.431408 0.437416 0.424963 0.386298 0.411162 0.371392 0.413812 0.404819 0.397348 0.366252 0.372629 0.373625 0.23014 0.28262 0.482009 0.473575 0.476523 0.48458 0.483322 0.482009 0.473575 0.476523 0.48458 0.483322 0.442619 0.463726 0.448884 0.423007 0.431303 0.410647 0.115224 0.336527 0.362395 0.372703 0.34653 0.36218 0.371828 0.475849 0.483474 0.476203 0.47807 0.498343 0.473137 0.401251 0.39363 0.394133 0.376248 0.377927 0.414574 0.354133 0.353788 0.34689 0.354964 0.353089 0.444518 0.466042 0.447891 0.456427 0.45213 0.467641 0.469244 0.477881 0.466924 0.458714 0.445164 0.482483 0.485113 0.480923 0.510377 0.480458 0.483654 0.474222 0.473311 0.473753
0.331522 0.302095 0.281721 0.433198 0.318592 0.288925 0.29861 0.294879 0.233606 0.22692 0.355514 0.362128 0.364766 0.361642 0.358968 0.456025 0.465025 0.407303 0.44831 0.312057 0.442282 0.350228 0.312057 0.359081 0.343606 0.335281 0.335281 0.335281 0.431042 0.42827 0.430759 0.431708 0.433581 0.436809 0.440609 0.428221 0.447021 0.363467 0.434588 0.429599 0.430381 0.420282 0.416806 0.206663 0.284158 0.282723 0.278091 0.296563 0.300735 0.382088 0.313102 0.388111 0.368449 0.443925 0.335317 0.435165 0.391125 0.407947 0.378039 0.388137 0.444706 0.3705 0.369271 0.365815 0.361682 0.428251 0.425401 0.428388 0.426824 0.423997 0.422815 0.409477 0.391347 0.410683 0.407177 0.4236 0.316993 0.319344 0.317686 0.331472 0.318451 0.648521 0.599457 0.534868 0.504953 1 0.405708 0.423298 0.396157 0.40778 0.400255 0.381566 0.400137 0.375086 0.414327 0.387101 0.391354 0.368573 0.371746 0.367281 0.210452 0.258939 0.45606 0.451524 0.450584 0.454095 0.462954 0.45606 0.451524 0.450584 0.454095 0.462954 0.433198 0.42662 0.41541 0.417847 0.418904 0.398267 0.114215 0.333009 0.355238 0.380689 0.344473 0.359257 0.385765 0.45617 0.452977 0.459482 0.461006 0.471591 0.447825 0.393115 0.393268 0.386687 0.394757 0.378638 0.370146 0.361111 0.367632 0.36119 0.361182 0.370663 0.435165 0.432096 0.434192 0.426793 0.423126 0.432879 0.430367 0.437544 0.424236 0.41346 0.414259 0.450509 0.431384 0.447526 0.451858 0.439534 0.436366 0.441849 0.433772 0.441663
0.360594 0.322819 0.319131 0.540076 0.32991 0.293815 0.322616 0.311563 0.24955 0.250875 0.403573 0.39806 0.422126 0.399092 0.406834 0.542203 0.543572 0.439886 0.505521 0.324262 0.510754 0.350101 0.324262 0.361318 0.358535 0.359366 0.359366 0.359366 0.540573 0.54004 0.546362 0.541994 0.542428 0.550771 0.545934 0.544852 0.520273 0.382145 0.505249 0.514104 0.511015 0.511267 0.513036 0.230373 0.307029 0.30451 0.297851 0.285584 0.312922 0.376955 0.315033 0.390975 0.366938 0.498418 0.362895 0.530704 0.438423 0.493633 0.436349 0.477218 0.532755 0.356466 0.391425 0.376737 0.384414 0.535455 0.530716 0.534319 0.536539 0.531803 0.513509 0.480949 0.478805 0.484215 0.504721 0.530662 0.345514 0.35196 0.319177 0.344815 0.32573 0.432387 0.438047 0.453789 0.452917 0.430831 1 0.612958 0.579913 0.59282 0.597317 0.374149 0.382235 0.352822 0.376185 0.370913 0.399391 0.388259 0.403059 0.3956 0.221422 0.283546 0.546567 0.539403 0.534898 0.546463 0.538345 0.546567 0.539403 0.534898 0.546463 0.538345 0.540076 0.534703 0.510202 0.487328 0.515194 0.45961 0.142059 0.346212 0.383279 0.383727 0.35118 0.37649 0.381596 0.533734 0.487512 0.510955 0.511789 0.522118 0.493906 0.405737 0.404961 0.406484 0.399955 0.40734 0.451958 0.353123 0.355457 0.346813 0.361896 0.356115 0.530704 0.531757 0.536716 0.542385 0.52528 0.519965 0.522074 0.532833 0.524007 0.512519 0.524098 0.498121 0.522567 0.490109 0.517355 0.532227 0.53361 0.532889 0.534061 0.534683
0.358223 0.313648 0.287058 0.552081 0.308716 0.296423 0.32342 0.317266 0.242839 0.23932 0.397801 0.400198 0.404939 0.407193 0.392844 0.555367 0.57529 0.430102 0.511169 0.307751 0.508984 0.32023 0.307751 0.353445 0.343929 0.353063 0.353063 0.353063 0.528926 0.528814 0.522274 0.526717 0.525148 0.54651 0.5424 0.544654 0.529334 0.363018 0.499965 0.493092 0.49559 0.487516 0.492319 0.212546 0.267907 0.283748 0.284589 0.293037 0.309661 0.374266 0.317083 0.387279 0.362568 0.506523 0.34265 0.507297 0.444512 0.464733 0.433464 0.461769 0.531942 0.367539 0.37444 0.365771 0.368457 0.54643 0.544115 0.550811 0.541255 0.549616 0.543542 0.483344 0.484084 0.490521 0.504759 0.538069 0.321772 0.330329 0.300357 0.336772 0.307539 0.430447 0.428109 0.457352 0.440722 0.434995 0.59612 1 0.597381 0.615768 0.583789 0.357688 0.397877 0.358885 0.388522 0.378315 0.407202 0.374221 0.37379 0.371465 0.212176 0.280878 0.563362 0.543576 0.541834 0.550596 0.556162 0.563362 0.543576 0.541834 0.550596 0.556162 0.552081 0.522648 0.504674 0.490469 0.517037 0.466849 0.122448 0.338555 0.363457 0.372318 0.352665 0.363927 0.396039 0.544008 0.51063 0.528392 0.525286 0.554044 0.520017 0.398377 0.394303 0.405435 0.390428 0.391724 0.440518 0.349603 0.350262 0.346884 0.354023 0.35123 0.507297 0.510318 0.511866 0.504779 0.517665 0.525369 0.524301 0.55179 0.544067 0.516095 0.510341 0.515613 0.531031 0.48327 0.530991 0.532594 0.544967 0.54042 0.53404 0.538244
0.346008 0.33044 0.291389 0.560349 0.321616 0.293105 0.32145 0.315056 0.244734 0.23998 0.403561 0.411873 0.425433 0.408786 0.417657 0.557882 0.570022 0.438894 0.504382 0.3246 0.506699 0.333103 0.3246 0.364274 0.356496 0.358066 0.358066 0.358066 0.522927 0.515937 0.521622 0.521009 0.516458 0.541191 0.534909 0.548498 0.527457 0.375763 0.528284 0.514873 0.520048 0.523165 0.518187 0.216426 0.289495 0.291586 0.286156 0.305915 0.307157 0.380829 0.314066 0.395974 0.370695 0.497471 0.354157 0.532944 0.448174 0.474722 0.432939 0.464948 0.534302 0.356954 0.379522 0.378849 0.381007 0.554713 0.549385 0.552377 0.553684 0.556416 0.523651 0.477738 0.481078 0.487918 0.49624 0.545321 0.322385 0.348174 0.326021 0.352528 0.326299 0.424271 0.430094 0.453384 0.460197 0.427095 0.57417 0.606568 1 0.619117 0.587168 0.369424 0.400987 0.370437 0.384468 0.382663 0.413347 0.382961 0.390246 0.38581 0.228106 0.29104 0.556637 0.53293 0.538609 0.548488 0.546391 0.556637 0.53293 0.538609 0.548488 0.546391 0.560349 0.552944 0.512775 0.499153 0.518364 0.470898 0.128379 0.337715 0.37043 0.390875 0.365777 0.365193 0.383218 0.529625 0.496739 0.520474 0.533862 0.542611 0.503171 0.400283 0.394515 0.409862 0.408227 0.388415 0.45482 0.354255 0.355859 0.351361 0.364975 0.356312 0.532944 0.518481 0.51466 0.505913 0.509226 0.521598 0.518265 0.523404 0.514356 0.517171 0.503105 0.511641 0.518181 0.479655 0.52826 0.534614 0.549943 0.534012 0.533151 0.53338
0.342902 0.308553 0.290827 0.548371 0.321571 0.293757 0.324603 0.316656 0.248265 0.241584 0.403891 0.416031 0.42363 0.42344 0.40877 0.537551 0.548959 0.446743 0.505911 0.313774 0.499839 0.314932 0.313774 0.344756 0.352487 0.363368 0.363368 0.363368 0.514612 0.512008 0.508111 0.516358 0.514331 0.539966 0.534377 0.547059 0.504061 0.376373 0.50758 0.499335 0.501837 0.506 0.494742 0.21462 0.281844 0.300563 0.289205 0.297954 0.309611 0.375872 0.318365 0.38682 0.377281 0.492747 0.347406 0.517037 0.443062 0.473218 0.447646 0.472575 0.514329 0.361566 0.379822 0.368667 0.37572 0.537087 0.536137 0.545338 0.536554 0.538918 0.521157 0.474567 0.481799 0.497569 0.505846 0.53272 0.335536 0.335304 0.309694 0.350453 0.326708 0.426901 0.432762 0.442457 0.442343 0.428823 0.584222 0.62437 0.607308 1 0.582134 0.367281 0.387471 0.364537 0.392437 0.371721 0.415892 0.381396 0.38245 0.386173 0.219989 0.287255 0.553083 0.540652 0.532568 0.551031 0.555497 0.553083 0.540652 0.532568 0.551031 0.555497 0.548371 0.537085 0.51254 0.496901 0.533635 0.463498 0.139164 0.337044 0.364986 0.369618 0.357669 0.359535 0.384093 0.527958 0.507756 0.522001 0.528745 0.538708 0.504886 0.397458 0.397317 0.398628 0.395819 0.399014 0.443894 0.33872 0.338359 0.335638 0.348881 0.33939 0.517037 0.49928 0.512207 0.509509 0.495014 0.50406 0.525514 0.527647 0.529861 0.517241 0.502135 0.507129 0.52434 0.456096 0.522896 0.527963 0.53758 0.529832 0.533357 0.535045
0.354955 0.325063 0.308548 0.535244 0.32308 0.307153 0.314353 0.312594 0.249222 0.252007 0.414052 0.409706 0.414654 0.412282 0.422651 0.553179 0.563693 0.442446 0.523103 0.33232 0.53155 0.327809 0.33232 0.355225 0.359369 0.362675 0.362675 0.362675 0.541984 0.534298 0.539074 0.544022 0.535562 0.548159 0.550995 0.538302 0.527921 0.396527 0.510565 0.521099 0.515899 0.51351 0.517682 0.224772 0.292616 0.288981 0.278749 0.295442 0.304659 0.382724 0.312465 0.394543 0.367847 0.512076 0.359948 0.537014 0.461346 0.504279 0.450412 0.493847 0.54026 0.364641 0.40095 0.393446 0.390931 0.536455 0.53399 0.53518 0.538885 0.539381 0.53419 0.487396 0.482727 0.480669 0.494199 0.533186 0.34524 0.353056 0.317844 0.349055 0.337922 0.4175 0.428703 0.441103 0.450166 0.422894 0.597657 0.600682 0.586623 0.595877 1 0.381381 0.399754 0.359487 0.380099 0.391459 0.399898 0.395971 0.40495 0.404634 0.224156 0.291497 0.55829 0.555682 0.557031 0.563318 0.563337 0.55829 0.555682 0.557031 0.563318 0.563337 0.535244 0.53755 0.525784 0.508473 0.520622 0.469583 0.129969 0.347711 0.363949 0.39419 0.369157 0.372625 0.397333 0.545165 0.507014 0.515903 0.513049 0.538373 0.501524 0.41662 0.410647 0.404665 0.403963 0.408878 0.453123 0.345352 0.34996 0.345595 0.354274 0.348913 0.537014 0.530999 0.540601 0.517854 0.533125 0.518674 0.53301 0.540434 0.529783 0.51815 0.536865 0.515747 0.52591 0.498577 0.529032 0.537409 0.528786 0.536533 0.536888 0.542615
0.286059 0.277791 0.264767 0.36368 0.266938 0.262248 0.276893 0.273538 0.215193 0.218033 0.319127 0.320021 0.30874 0.322201 0.311438 0.368253 0.371376 0.326117 0.349859 0.295973 0.358628 0.295206 0.295973 0.299841 0.306607 0.308853 0.308853 0.308853 0.354591 0.351953 0.35655 0.356717 0.354056 0.366844 0.368602 0.361903 0.375673 0.358187 0.364629 0.355008 0.363485 0.362439 0.35744 0.189592 0.250881 0.259569 0.249287 0.250402 0.271363 0.322321 0.2733 0.329088 0.314537 0.351977 0.297255 0.355917 0.340066 0.335632 0.319015 0.33017 0.375705 0.299178 0.355548 0.349804 0.351734 0.358283 0.357211 0.36099 0.362339 0.362562 0.345798 0.342022 0.341088 0.338434 0.338997 0.349006 0.282984 0.290078 0.303859 0.288804 0.27992 0.352219 0.355263 0.369655 0.3617 0.358608 0.344865 0.343493 0.332847 0.335276 0.339558 1 0.405331 0.398893 0.401652 0.407271 0.328501 0.350176 0.357218 0.356005 0.190404 0.247626 0.367676 0.369556 0.357579 0.371899 0.368844 0.367676 0.369556 0.357579 0.371899 0.368844 0.36368 0.358686 0.350702 0.335959 0.354147 0.329873 0.113852 0.308518 0.308011 0.334185 0.333588 0.297468 0.329839 0.358208 0.359916 0.356346 0.355175 0.349643 0.353189 0.340396 0.333978 0.331727 0.339966 0.327139 0.318593 0.322894 0.317661 0.317521 0.314905 0.321763 0.355917 0.373621 0.362999 0.359914 0.355939 0.360947 0.36046 0.365023 0.359156 0.361713 0.3532 0.355592 0.335757 0.361124 0.364475 0.368081 0.36262 0.362505 0.359104 0.366195
0.292022 0.287948 0.266186 0.385516 0.270265 0.268298 0.293215 0.275142 0.218622 0.217676 0.316008 0.325859 0.331463 0.343452 0.315255 0.389696 0.388398 0.336623 0.374246 0.296975 0.374901 0.299791 0.296975 0.308187 0.309085 0.323854 0.323854 0.323854 0.38295 0.389146 0.386255 0.392132 0.381266 0.392714 0.388729 0.39341 0.379051 0.367936 0.379602 0.37717 0.369619 0.369923 0.370684 0.195826 0.258342 0.27284 0.259137 0.25839 0.282826 0.329689 0.294088 0.338717 0.324451 0.381509 0.305839 0.365454 0.354885 0.344279 0.330495 0.349021 0.383249 0.316607 0.362794 0.359192 0.365906 0.378801 0.384582 0.381496 0.383316 0.383297 0.380329 0.378915 0.366049 0.355948 0.371808 0.377816 0.301429 0.306542 0.297224 0.308266 0.301503 0.359618 0.369831 0.380191 0.389927 0.374612 0.345922 0.366157 0.357677 0.351629 0.360404 0.402882 1 0.42257 0.480715 0.437991 0.347074 0.366144 0.362098 0.35848 0.218751 0.266164 0.384801 0.38656 0.386488 0.384343 0.389102 0.384801 0.38656 0.386488 0.384343 0.389102 0.385516 0.373302 0.359838 0.342435 0.364221 0.343401 0.107743 0.316867 0.322031 0.322948 0.319067 0.314926 0.349464 0.376263 0.386323 0.382519 0.379761 0.381321 0.38072 0.35847 0.342416 0.336641 0.328215 0.330655 0.329137 0.319678 0.317147 0.311726 0.314509 0.320306 0.365454 0.373395 0.370942 0.369866 0.370959 0.380291 0.379883 0.385715 0.386083 0.376794 0.386149 0.37999 0.360328 0.369422 0.379504 0.3852 0.381071 0.384145 0.379084 0.383857
